storyid,sentence1,sentence2,sentence3,sentence4,sentence5,label
4fa17cbf-5561-4220-bbdc-5b23c790751c-c,"Kori was taking a science class. —— HasPrerequisite: study lot, take class, study —— Causes: you will learn new thing, you will learn lot, headache.","She had a test coming up. —— HasPrerequisite: study, have test, test —— Causes: result, you get result, get result.","She studied very hard for her test. —— HasPrerequisite: concentration, study hard, concentrate —— Causes: get good grade, you get good grade, fail.","The day of the test came, and she had no problems taking it. —— HasPrerequisite: go to bathroom, get money, get dress —— Causes: you feel happy, it to rain, you feel good.","Kori graded the exams and all the students had failed. —— HasPrerequisite: study hard, study, knowledge —— Causes: you get grade, get grade, you will be in class.",1
409597da-4640-425c-9187-db5218ac1761-c,"Maddy was always used to seeing old man Joe. —— HasPrerequisite: go to movie, go on date, be smart —— Causes: death, you get old, die.","She thought of him a sort of watchman. —— HasPrerequisite: be alert, be very careful, have eye —— Causes: shiver, fear, anxiety.","Each morning when she passed him she'd give him a dollar. —— HasPrerequisite: money, use money, money to buy something —— Causes: person to laugh, you get money, person to buy something.","Sometimes, she'd even bring him some coffee or a bite to eat. —— HasPrerequisite: brew coffee, brew it, brew —— Causes: caffein be bad, headache, caffeinate.","Joe hated Maddy. —— HasPrerequisite: call him joe, get drunk, be smart —— Causes: you get hurt, death, you will be sad.",0
409597da-4640-425c-9187-db5218ac1761-c,"Maddy was always used to seeing old man Joe. —— HasPrerequisite: go to movie, go on date, be smart —— Causes: death, you get old, die.","She thought of him a sort of watchman. —— HasPrerequisite: be alert, be very careful, have eye —— Causes: shiver, fear, anxiety.","Each morning when she passed him she'd give him a dollar. —— HasPrerequisite: money, use money, money to buy something —— Causes: person to laugh, you get money, person to buy something.","Sometimes, she'd even bring him some coffee or a bite to eat. —— HasPrerequisite: brew coffee, brew it, brew —— Causes: caffein be bad, headache, caffeinate.","Joe hated Maddy. —— HasPrerequisite: call him joe, get drunk, be smart —— Causes: you get hurt, death, you will be sad.",1
1c286179-4e97-4735-ba22-6d5170a1b990-c,"Last night Jack went on a blind date. —— HasPrerequisite: go on blind date, go to bar, have eye —— Causes: blind date, you get blind date, depression.","When he arrived at the restaurant a he heard someone yell his name. —— HasPrerequisite: use your brain, listen, ear —— Causes: pain, they listen, panic.","He spotted a blonde waving from across the room. —— HasPrerequisite: go to room, go into room, use your eye —— Causes: sleep in it, inspiration, sleep in.","She was nothing like the photo she sent. —— HasPrerequisite: use magnify glass, take picture, have camera —— Causes: sadness, you to get angry, smile.","He grabbed his golf clubs and went home. —— HasPrerequisite: go to golf course, go to golf club, get golf bag —— Causes: go to golf course, go to golf club, go to club club club.",0
1c286179-4e97-4735-ba22-6d5170a1b990-c,"Last night Jack went on a blind date. —— HasPrerequisite: go on blind date, go to bar, have eye —— Causes: blind date, you get blind date, depression.","When he arrived at the restaurant a he heard someone yell his name. —— HasPrerequisite: use your brain, listen, ear —— Causes: pain, they listen, panic.","He spotted a blonde waving from across the room. —— HasPrerequisite: go to room, go into room, use your eye —— Causes: sleep in it, inspiration, sleep in.","She was nothing like the photo she sent. —— HasPrerequisite: use magnify glass, take picture, have camera —— Causes: sadness, you to get angry, smile.","He grabbed his golf clubs and went home. —— HasPrerequisite: go to golf course, go to golf club, get golf bag —— Causes: go to golf course, go to golf club, go to club club club.",1
add307eb-7446-49fe-874f-41f3c2e1c59a-c,"Ana was driving home one night. —— HasPrerequisite: drive licence, drive license, drive —— Causes: accident, car accident, you will get to know person.","Then she saw the Check Engine light on her dash. —— HasPrerequisite: get tool, use your hand, have tool —— Causes: engine die, car to stall, accident.","Worried, she pulled right into a mechanic's garage. —— HasPrerequisite: use garage door opener, get key, drive car —— Causes: garage door to close, car to park, car.","The mechanic examined Ana's car for her. —— HasPrerequisite: have tool, get tool, tool —— Causes: her car to be clean, her car to start, her car to work.","The mechanic told her the light was just malfunctioning. —— HasPrerequisite: switch on light, turn on light, switch on light switch —— Causes: you see thing, it to appear, darkness.",1
add307eb-7446-49fe-874f-41f3c2e1c59a-c,"Ana was driving home one night. —— HasPrerequisite: drive licence, drive license, drive —— Causes: accident, car accident, you will get to know person.","Then she saw the Check Engine light on her dash. —— HasPrerequisite: get tool, use your hand, have tool —— Causes: engine die, car to stall, accident.","Worried, she pulled right into a mechanic's garage. —— HasPrerequisite: use garage door opener, get key, drive car —— Causes: garage door to close, car to park, car.","The mechanic examined Ana's car for her. —— HasPrerequisite: have tool, get tool, tool —— Causes: her car to be clean, her car to start, her car to work.","The mechanic told her the light was just malfunctioning. —— HasPrerequisite: switch on light, turn on light, switch on light switch —— Causes: you see thing, it to appear, darkness.",0
24abbbc3-a9a9-4b1e-9c90-2ed2e34f0475-c,"It was getting dark. —— HasPrerequisite: light, light your candle, go to your house —— Causes: night blindness, darkness, visibility increase.","Amy knew she had to get home, but she hated to leave Ben. —— HasPrerequisite: go to store, money, have house —— Causes: happiness, joy, happy.","He hugged her goodbye. —— HasPrerequisite: say goodbye, hug, hug your friend —— Causes: sadness, tear, cry.","They agreed they would meet at the same time next week. —— HasPrerequisite: be patient, go to meet, time —— Causes: disagree, solution, they would agree.","Amy was looking forward to it greatly. —— HasPrerequisite: look forward, go to movie, go on walk —— Causes: feel happy, sex, happiness.",1
24abbbc3-a9a9-4b1e-9c90-2ed2e34f0475-c,"It was getting dark. —— HasPrerequisite: light, light your candle, go to your house —— Causes: night blindness, darkness, visibility increase.","Amy knew she had to get home, but she hated to leave Ben. —— HasPrerequisite: go to store, money, have house —— Causes: happiness, joy, happy.","He hugged her goodbye. —— HasPrerequisite: say goodbye, hug, hug your friend —— Causes: sadness, tear, cry.","They agreed they would meet at the same time next week. —— HasPrerequisite: be patient, go to meet, time —— Causes: disagree, solution, they would agree.","Amy was looking forward to it greatly. —— HasPrerequisite: look forward, go to movie, go on walk —— Causes: feel happy, sex, happiness.",0
c7ff55ff-b1dd-4e58-a69c-f13e52dae9a8-c,"Sandy went into the kitchen to get something to drink. —— HasPrerequisite: go to beach, dig, go outdoors —— Causes: water to rise, water to rise up, it to become sand.","She kept hearing a rattling by the stove but couldn't see anything. —— HasPrerequisite: have lot of money, money, have money —— Causes: shiny, valuable, clutter.","She opened the fridge to get the pitcher of tea. —— HasPrerequisite: water, brew water, brew —— Causes: it to get hot, tea, it to be hot.","About that time out pops the mouse from the stove. —— HasPrerequisite: have oven, have stove, electricity —— Causes: pot roast, fire, cook.","Sandy screamed and ran! —— HasPrerequisite: have some water, get some salt, water —— Causes: water to pour from sky, water to rise, death.",1
c7ff55ff-b1dd-4e58-a69c-f13e52dae9a8-c,"Sandy went into the kitchen to get something to drink. —— HasPrerequisite: go to beach, dig, go outdoors —— Causes: water to rise, water to rise up, it to become sand.","She kept hearing a rattling by the stove but couldn't see anything. —— HasPrerequisite: have lot of money, money, have money —— Causes: shiny, valuable, clutter.","She opened the fridge to get the pitcher of tea. —— HasPrerequisite: water, brew water, brew —— Causes: it to get hot, tea, it to be hot.","About that time out pops the mouse from the stove. —— HasPrerequisite: have oven, have stove, electricity —— Causes: pot roast, fire, cook.","Sandy screamed and ran! —— HasPrerequisite: have some water, get some salt, water —— Causes: water to pour from sky, water to rise, death.",0
cc708327-6028-4dba-bef7-3a2f2b339e37-c,"Last week I lost my phone. —— HasPrerequisite: have phone, have it, get phone number —— Causes: i could not get it to work, i have no signal, dial number.","I looked everywhere for it. —— HasPrerequisite: look, go, search —— Causes: me to find something, me to look, me to be.","After a few hours I had a good idea. —— HasPrerequisite: use my brain, think, go to movie —— Causes: others be bad, others to be bad, win.","I figured I would call it. —— HasPrerequisite: have money, have some money, get some money —— Causes: you to feel sad, you to be sad, you to get angry.","I found my phone under the couch! —— HasPrerequisite: use couch cushion, find couch, have couch —— Causes: relax, relaxation, sleep.",1
cc708327-6028-4dba-bef7-3a2f2b339e37-c,"Last week I lost my phone. —— HasPrerequisite: have phone, have it, get phone number —— Causes: i could not get it to work, i have no signal, dial number.","I looked everywhere for it. —— HasPrerequisite: look, go, search —— Causes: me to find something, me to look, me to be.","After a few hours I had a good idea. —— HasPrerequisite: use my brain, think, go to movie —— Causes: others be bad, others to be bad, win.","I figured I would call it. —— HasPrerequisite: have money, have some money, get some money —— Causes: you to feel sad, you to be sad, you to get angry.","I found my phone under the couch! —— HasPrerequisite: use couch cushion, find couch, have couch —— Causes: relax, relaxation, sleep.",0
ab45103a-43ad-4f53-8804-16363631a587-c,"Sam's Siberian Huskies dig huge holes all over the yard. —— HasPrerequisite: lot of yard, shovel, lot of lawn —— Causes: dirt, hole, grass.","He decided to give them their own place to dig. —— HasPrerequisite: get your own place, use computer, have money —— Causes: have place to live, pride, have home.","He sectioned off an area with bricks. —— HasPrerequisite: get tool, use knife, use chisel —— Causes: brick to fall, brick to fall down, mortar to fall.","Sam made a habit of burying treats and toys in that area. —— HasPrerequisite: dig hole, find hole, dig —— Causes: fresh soil to be plant, fresh soil to find, fresh soil to be dig.","The dogs love digging in their hole. —— HasPrerequisite: go to hole, dig it, hole —— Causes: hole in grind, death, hole.",1
ab45103a-43ad-4f53-8804-16363631a587-c,"Sam's Siberian Huskies dig huge holes all over the yard. —— HasPrerequisite: lot of yard, shovel, lot of lawn —— Causes: dirt, hole, grass.","He decided to give them their own place to dig. —— HasPrerequisite: get your own place, use computer, have money —— Causes: have place to live, pride, have home.","He sectioned off an area with bricks. —— HasPrerequisite: get tool, use knife, use chisel —— Causes: brick to fall, brick to fall down, mortar to fall.","Sam made a habit of burying treats and toys in that area. —— HasPrerequisite: dig hole, find hole, dig —— Causes: fresh soil to be plant, fresh soil to find, fresh soil to be dig.","The dogs love digging in their hole. —— HasPrerequisite: go to hole, dig it, hole —— Causes: hole in grind, death, hole.",0
190bbd22-5684-42b1-b6f8-4a3d58629867-c,"Barbara had a problem with her ex-boyfriend. —— HasPrerequisite: have boyfriend, go to school, have girlfriend —— Causes: divorce, depression, you get cold.","Sometimes he would come by her house asking for a date. —— HasPrerequisite: date other woman, bring date, date other person —— Causes: jealousy, you get nervous, you have to be polite.","She would tell him no but he still continued to do it. —— HasPrerequisite: go to bathroom, be patient, be quiet —— Causes: you feel good, you to feel sad, pain.","Eventually her boyfriend got fed up and told him off. —— HasPrerequisite: have sex, money, get some money —— Causes: depression, divorce, sex.","He made out with her boyfriend. —— HasPrerequisite: call him on phone, have girlfriend, call him —— Causes: jealousy, you get hurt, depression.",0
190bbd22-5684-42b1-b6f8-4a3d58629867-c,"Barbara had a problem with her ex-boyfriend. —— HasPrerequisite: have boyfriend, go to school, have girlfriend —— Causes: divorce, depression, you get cold.","Sometimes he would come by her house asking for a date. —— HasPrerequisite: date other woman, bring date, date other person —— Causes: jealousy, you get nervous, you have to be polite.","She would tell him no but he still continued to do it. —— HasPrerequisite: go to bathroom, be patient, be quiet —— Causes: you feel good, you to feel sad, pain.","Eventually her boyfriend got fed up and told him off. —— HasPrerequisite: have sex, money, get some money —— Causes: depression, divorce, sex.","He made out with her boyfriend. —— HasPrerequisite: call him on phone, have girlfriend, call him —— Causes: jealousy, you get hurt, depression.",1
21dbe8c6-ba1a-405c-a47d-9fa178c0a3da-c,"Laura found a stray kitten walking along her porch. —— HasPrerequisite: use porch light, have porch, find porch —— Causes: fall down, rain fall, rain.","Laura fed the kitten some cat food. —— HasPrerequisite: buy cat food, get cat food, have cat food —— Causes: cat food to be eat, cat food to be feed, cat food to digest.","The kitten was really hungry! —— HasPrerequisite: have food, food, be strong —— Causes: pupate, pupate kitten, tear.","Laura nursed the kitten to good health. —— HasPrerequisite: eat well, visit doctor regularly, visit doctor —— Causes: good health, healthy body, health.","Laura didn't want to take care of the cat. —— HasPrerequisite: cat, have cat, buy cat —— Causes: cat scratch, you to be happy, cat to be happy.",0
21dbe8c6-ba1a-405c-a47d-9fa178c0a3da-c,"Laura found a stray kitten walking along her porch. —— HasPrerequisite: use porch light, have porch, find porch —— Causes: fall down, rain fall, rain.","Laura fed the kitten some cat food. —— HasPrerequisite: buy cat food, get cat food, have cat food —— Causes: cat food to be eat, cat food to be feed, cat food to digest.","The kitten was really hungry! —— HasPrerequisite: have food, food, be strong —— Causes: pupate, pupate kitten, tear.","Laura nursed the kitten to good health. —— HasPrerequisite: eat well, visit doctor regularly, visit doctor —— Causes: good health, healthy body, health.","Laura didn't want to take care of the cat. —— HasPrerequisite: cat, have cat, buy cat —— Causes: cat scratch, you to be happy, cat to be happy.",1
10022d2d-3959-4c7f-bf5a-58814aa1b5b3-c,"Two bowling teams were set to play a game against each other. —— HasPrerequisite: team to win, go to game, team to play —— Causes: competition, win game, win.","The one team all took out their balls and polished them. —— HasPrerequisite: team member to play game, team member to play, team member to go —— Causes: win, win or lose, win game.","They got their balls to shine intensely. —— HasPrerequisite: use your hand, have hand, hand —— Causes: pain, blister, erection.","The lights of the alley bounced off the balls. —— HasPrerequisite: eye and ear, eye, aim —— Causes: ball to bounce, noise, sound.","The balls were quite dull. —— HasPrerequisite: have hand, have ball, hand —— Causes: ball to roll, ball to fall, ball to bounce.",0
10022d2d-3959-4c7f-bf5a-58814aa1b5b3-c,"Two bowling teams were set to play a game against each other. —— HasPrerequisite: team to win, go to game, team to play —— Causes: competition, win game, win.","The one team all took out their balls and polished them. —— HasPrerequisite: team member to play game, team member to play, team member to go —— Causes: win, win or lose, win game.","They got their balls to shine intensely. —— HasPrerequisite: use your hand, have hand, hand —— Causes: pain, blister, erection.","The lights of the alley bounced off the balls. —— HasPrerequisite: eye and ear, eye, aim —— Causes: ball to bounce, noise, sound.","The balls were quite dull. —— HasPrerequisite: have hand, have ball, hand —— Causes: ball to roll, ball to fall, ball to bounce.",1
33cbdc92-b287-4c23-94d3-8e2ad0508e23-c,"Eric was shooting hoops in his driveway. —— HasPrerequisite: drive car, have car, get car —— Causes: car to crash, car to break down, car crash.","All of a sudden it started to rainy. —— HasPrerequisite: get out of bed, be quiet, get out your phone —— Causes: it stop, vibration, it stop again.","Eric slipped on a puddle in his driveway. —— HasPrerequisite: drive car, use your key, get key —— Causes: car crash, car accident, accident.","He fell down and scraped his elbow. —— HasPrerequisite: hit his head, fall down, have elbow —— Causes: break bone, he hit his head, pain.","Eric giggled and bounced the ball happily. —— HasPrerequisite: go to pool hall, get ball, have ball —— Causes: laughter, everyone to laugh, giggle.",0
33cbdc92-b287-4c23-94d3-8e2ad0508e23-c,"Eric was shooting hoops in his driveway. —— HasPrerequisite: drive car, have car, get car —— Causes: car to crash, car to break down, car crash.","All of a sudden it started to rainy. —— HasPrerequisite: get out of bed, be quiet, get out your phone —— Causes: it stop, vibration, it stop again.","Eric slipped on a puddle in his driveway. —— HasPrerequisite: drive car, use your key, get key —— Causes: car crash, car accident, accident.","He fell down and scraped his elbow. —— HasPrerequisite: hit his head, fall down, have elbow —— Causes: break bone, he hit his head, pain.","Eric giggled and bounced the ball happily. —— HasPrerequisite: go to pool hall, get ball, have ball —— Causes: laughter, everyone to laugh, giggle.",1
fc6c9766-4106-4758-a9e5-7ab54508ccf3-c,"Mark decided that he wanted a new puppy. —— HasPrerequisite: go to pet store, go to vet, get puppy —— Causes: be happy, new puppy, new pet.","Excited, he drove to the animal shelter. —— HasPrerequisite: drive car, get out of car, get out of your car —— Causes: he be sad, get scratch, be sad.","Once there, he wandered around and looked at all of the cats and dogs. —— HasPrerequisite: cat, go to cat house, be cat —— Causes: boredom, depression, be sad.","A golden lab caught his attention. —— HasPrerequisite: leash, have leash, attention —— Causes: dog to jump up and down, it bark, it bark loudly.","Mark adopted a parrot. —— HasPrerequisite: buy parrot, buy it, have parrot —— Causes: bird to fly, it to fly, bird to fly away.",0
fc6c9766-4106-4758-a9e5-7ab54508ccf3-c,"Mark decided that he wanted a new puppy. —— HasPrerequisite: go to pet store, go to vet, get puppy —— Causes: be happy, new puppy, new pet.","Excited, he drove to the animal shelter. —— HasPrerequisite: drive car, get out of car, get out of your car —— Causes: he be sad, get scratch, be sad.","Once there, he wandered around and looked at all of the cats and dogs. —— HasPrerequisite: cat, go to cat house, be cat —— Causes: boredom, depression, be sad.","A golden lab caught his attention. —— HasPrerequisite: leash, have leash, attention —— Causes: dog to jump up and down, it bark, it bark loudly.","Mark adopted a parrot. —— HasPrerequisite: buy parrot, buy it, have parrot —— Causes: bird to fly, it to fly, bird to fly away.",1
1a81d01f-f1b6-4aa2-a5d1-c5ae71b14d54-c,"Greg was a messy person. —— HasPrerequisite: go to meet, go to bar, be smart —— Causes: death, depression, grief.","And he ate every meal at his computer desk. —— HasPrerequisite: have computer, use computer, get computer —— Causes: computer crash, computer to crash, desktop to become desktop.","One day, he spilled soda all over his keyboard. —— HasPrerequisite: have keyboard, use keyboard, get keyboard —— Causes: computer crash, keyboard break, computer to crash.","When it was his birthday, a friend bought him a new keyboard. —— HasPrerequisite: use computer, have computer, get computer —— Causes: you have new computer, new computer, your computer to be replace.","Greg was disappointed with his gift. —— HasPrerequisite: wrap present, get present, open gift —— Causes: joy, happiness, happy.",0
1a81d01f-f1b6-4aa2-a5d1-c5ae71b14d54-c,"Greg was a messy person. —— HasPrerequisite: go to meet, go to bar, be smart —— Causes: death, depression, grief.","And he ate every meal at his computer desk. —— HasPrerequisite: have computer, use computer, get computer —— Causes: computer crash, computer to crash, desktop to become desktop.","One day, he spilled soda all over his keyboard. —— HasPrerequisite: have keyboard, use keyboard, get keyboard —— Causes: computer crash, keyboard break, computer to crash.","When it was his birthday, a friend bought him a new keyboard. —— HasPrerequisite: use computer, have computer, get computer —— Causes: you have new computer, new computer, your computer to be replace.","Greg was disappointed with his gift. —— HasPrerequisite: wrap present, get present, open gift —— Causes: joy, happiness, happy.",1
0394febd-d10a-4528-a0aa-5c4161f7b0d4-c,"Collin likes to dress up. —— HasPrerequisite: go to his house, go to school, be drunk —— Causes: you to be happy, hangover, death.","One Halloween he decided to wear his costume to the office. —— HasPrerequisite: halloween costume, paint, halloween —— Causes: bankruptcy, crowd, depression.","Collin's boss did not permit costumes to be worn in the workplace. —— HasPrerequisite: get one, get permit, have employee —— Causes: stress, employee to get fire, employee to be late.","He received a write-up. —— HasPrerequisite: get pen and paper, get pen, write it up —— Causes: depression, anger, he be upset.","Collin received a raise and a promotion. —— HasPrerequisite: be smart, study, study lot —— Causes: happiness, joy, get to graduate.",0
0394febd-d10a-4528-a0aa-5c4161f7b0d4-c,"Collin likes to dress up. —— HasPrerequisite: go to his house, go to school, be drunk —— Causes: you to be happy, hangover, death.","One Halloween he decided to wear his costume to the office. —— HasPrerequisite: halloween costume, paint, halloween —— Causes: bankruptcy, crowd, depression.","Collin's boss did not permit costumes to be worn in the workplace. —— HasPrerequisite: get one, get permit, have employee —— Causes: stress, employee to get fire, employee to be late.","He received a write-up. —— HasPrerequisite: get pen and paper, get pen, write it up —— Causes: depression, anger, he be upset.","Collin received a raise and a promotion. —— HasPrerequisite: be smart, study, study lot —— Causes: happiness, joy, get to graduate.",1
eff096f3-53ce-4644-a27d-6da643ff1835-c,"Danny bought a new shirt. —— HasPrerequisite: buy new shirt, go to store, money —— Causes: look good, new shirt, new look.","He wore it to school the next day. —— HasPrerequisite: wear it, comb, wash —— Causes: his hair to fall out, his hair to be comb, hair to grow.","As he was eating lunch, he spilled mustard on it. —— HasPrerequisite: clean it up, clean it, pour it on yourself —— Causes: you have to clean it up, you have to clean it, you have to clean up.","He scrubbed it off very hard. —— HasPrerequisite: soap, soap and water, water —— Causes: it become clean, it get clean, it to become clean.","The mustard came out and no one was the wiser. —— HasPrerequisite: knowledge, courage, be patient —— Causes: death, pain, destruction.",1
eff096f3-53ce-4644-a27d-6da643ff1835-c,"Danny bought a new shirt. —— HasPrerequisite: buy new shirt, go to store, money —— Causes: look good, new shirt, new look.","He wore it to school the next day. —— HasPrerequisite: wear it, comb, wash —— Causes: his hair to fall out, his hair to be comb, hair to grow.","As he was eating lunch, he spilled mustard on it. —— HasPrerequisite: clean it up, clean it, pour it on yourself —— Causes: you have to clean it up, you have to clean it, you have to clean up.","He scrubbed it off very hard. —— HasPrerequisite: soap, soap and water, water —— Causes: it become clean, it get clean, it to become clean.","The mustard came out and no one was the wiser. —— HasPrerequisite: knowledge, courage, be patient —— Causes: death, pain, destruction.",0
5f04a5bd-fd1e-4a60-a8fa-795ff0cd3a7d-c,"Lloyd has had the flu for a week. —— HasPrerequisite: be on time, be in shape, time —— Causes: boredom, depression, you get to see world.","He hasn't gotten much better. —— HasPrerequisite: go to bathroom, go to work, have money —— Causes: get hurt, get arrest, hurt himself.","He's old and can't fight it off as well. —— HasPrerequisite: be mature, be young, get some beard —— Causes: wrinkle, arthritis, age.","He doesn't think he will make it. —— HasPrerequisite: go to hell, go to store, be smart —— Causes: you to feel sad, you to get sick, cancer.","His doctors save his life. —— HasPrerequisite: save life, save money, save person —— Causes: others die, they save life, they save money.",1
5f04a5bd-fd1e-4a60-a8fa-795ff0cd3a7d-c,"Lloyd has had the flu for a week. —— HasPrerequisite: be on time, be in shape, time —— Causes: boredom, depression, you get to see world.","He hasn't gotten much better. —— HasPrerequisite: go to bathroom, go to work, have money —— Causes: get hurt, get arrest, hurt himself.","He's old and can't fight it off as well. —— HasPrerequisite: be mature, be young, get some beard —— Causes: wrinkle, arthritis, age.","He doesn't think he will make it. —— HasPrerequisite: go to hell, go to store, be smart —— Causes: you to feel sad, you to get sick, cancer.","His doctors save his life. —— HasPrerequisite: save life, save money, save person —— Causes: others die, they save life, they save money.",0
482ec573-3963-4b80-a118-550713f2848f-c,"Paul put money in the bank! —— HasPrerequisite: have money, money, have account —— Causes: money in bank, money into bank account, money in your pocket.","He wanted to save a lot! —— HasPrerequisite: have lot of money, money, have money —— Causes: be happy, get rich, happiness.","He really wanted to take money out too! —— HasPrerequisite: go to work, go to bank, work hard —— Causes: get rich, get marry, he have to work.","He decided he should save the money. —— HasPrerequisite: use your head, have money, money —— Causes: happiness, get marry, change.","He saved for a year and never spent any. —— HasPrerequisite: save, use money, use toilet —— Causes: special occasion, get marry, emergency.",1
482ec573-3963-4b80-a118-550713f2848f-c,"Paul put money in the bank! —— HasPrerequisite: have money, money, have account —— Causes: money in bank, money into bank account, money in your pocket.","He wanted to save a lot! —— HasPrerequisite: have lot of money, money, have money —— Causes: be happy, get rich, happiness.","He really wanted to take money out too! —— HasPrerequisite: go to work, go to bank, work hard —— Causes: get rich, get marry, he have to work.","He decided he should save the money. —— HasPrerequisite: use your head, have money, money —— Causes: happiness, get marry, change.","He saved for a year and never spent any. —— HasPrerequisite: save, use money, use toilet —— Causes: special occasion, get marry, emergency.",0
cc7e46a8-9eb7-4d60-936a-a10f266d5ea4-c,"Bon had been writing his pen pal Luc in France for months. —— HasPrerequisite: ink, ink and paper, pen —— Causes: ink stain, you to write lot, write very fast.","Then Luke said his family would be visiting America! —— HasPrerequisite: unite state, passport, vote —— Causes: war, revolution, terrorism.","Bon was so excited that he would get to meet Luc in person. —— HasPrerequisite: go outdoors, go to bathroom, be human —— Causes: person to feel sad, feel good, feel sad.","His parents agreed that Luc and his family could visit their home. —— HasPrerequisite: clean house, clean your house, have clean house —— Causes: your house to be clean, your home to be clean, clean house.","Bon and Luc had a great time in America. —— HasPrerequisite: vote for president, vote democratic, president —— Causes: peace, global warm, great depression.",1
cc7e46a8-9eb7-4d60-936a-a10f266d5ea4-c,"Bon had been writing his pen pal Luc in France for months. —— HasPrerequisite: ink, ink and paper, pen —— Causes: ink stain, you to write lot, write very fast.","Then Luke said his family would be visiting America! —— HasPrerequisite: unite state, passport, vote —— Causes: war, revolution, terrorism.","Bon was so excited that he would get to meet Luc in person. —— HasPrerequisite: go outdoors, go to bathroom, be human —— Causes: person to feel sad, feel good, feel sad.","His parents agreed that Luc and his family could visit their home. —— HasPrerequisite: clean house, clean your house, have clean house —— Causes: your house to be clean, your home to be clean, clean house.","Bon and Luc had a great time in America. —— HasPrerequisite: vote for president, vote democratic, president —— Causes: peace, global warm, great depression.",0
504bc8f2-8f1f-47a8-a7e8-22ebcf97bf88-c,"Jan's baby was born premature. —— HasPrerequisite: have tooth, have diaper, tooth —— Causes: death, baby cry, cry.","She had some health difficulties. —— HasPrerequisite: visit doctor, eat lot of food, eat lot —— Causes: be hospitalize, have to take care of herself, get sick.","The doctor said that she needed to wear glasses to help her eyes. —— HasPrerequisite: eye, iris, pupil —— Causes: your heart beat fast, your heart stop beat, your heart rate increase.","He prescribed special glasses for premature babies. —— HasPrerequisite: go to doctor, go see doctor, prescription —— Causes: death, panic attack, panic.","The glasses helped. —— HasPrerequisite: have good eyesight, use your hand, good eyesight —— Causes: person to see good, person to see far, person to see you.",1
504bc8f2-8f1f-47a8-a7e8-22ebcf97bf88-c,"Jan's baby was born premature. —— HasPrerequisite: have tooth, have diaper, tooth —— Causes: death, baby cry, cry.","She had some health difficulties. —— HasPrerequisite: visit doctor, eat lot of food, eat lot —— Causes: be hospitalize, have to take care of herself, get sick.","The doctor said that she needed to wear glasses to help her eyes. —— HasPrerequisite: eye, iris, pupil —— Causes: your heart beat fast, your heart stop beat, your heart rate increase.","He prescribed special glasses for premature babies. —— HasPrerequisite: go to doctor, go see doctor, prescription —— Causes: death, panic attack, panic.","The glasses helped. —— HasPrerequisite: have good eyesight, use your hand, good eyesight —— Causes: person to see good, person to see far, person to see you.",0
12f8b9c7-4aa0-4518-aa78-fac3531aabff-c,"Mike was in charge of the local flea market. —— HasPrerequisite: go to flea market, go to his house, have money —— Causes: buy flea, sell flea, sell thing.","A man called him and asked for a spot at the market. —— HasPrerequisite: go to market, drive car, use phone —— Causes: crowd street, buy thing, crowd street corner.","Mike told him it would cost $40 to set up a table. —— HasPrerequisite: use your hand, have table, get money —— Causes: lose money, you to lose money, tip.","The man on the phone tried to bribe Mike with some of his wares. —— HasPrerequisite: go to store, go to shop, look good —— Causes: buy them, he get poor, buy.","Mike hung up on him. —— HasPrerequisite: catch fish, catch him, throw away —— Causes: death, dead, dead body.",1
12f8b9c7-4aa0-4518-aa78-fac3531aabff-c,"Mike was in charge of the local flea market. —— HasPrerequisite: go to flea market, go to his house, have money —— Causes: buy flea, sell flea, sell thing.","A man called him and asked for a spot at the market. —— HasPrerequisite: go to market, drive car, use phone —— Causes: crowd street, buy thing, crowd street corner.","Mike told him it would cost $40 to set up a table. —— HasPrerequisite: use your hand, have table, get money —— Causes: lose money, you to lose money, tip.","The man on the phone tried to bribe Mike with some of his wares. —— HasPrerequisite: go to store, go to shop, look good —— Causes: buy them, he get poor, buy.","Mike hung up on him. —— HasPrerequisite: catch fish, catch him, throw away —— Causes: death, dead, dead body.",0
37913cf9-4ec7-4506-9268-ba29b4bbef57-c,"Brenda wanted to learn how to swim. —— HasPrerequisite: have lot of money, money, get some weed —— Causes: cancer, death, pregnancy.","So she took swimming lessons at a local college. —— HasPrerequisite: get certify, take class, study lot —— Causes: get good at it, get good grade, get job.","Her instructor noticed that she had potential. —— HasPrerequisite: go to library, look at it, study —— Causes: increase in your income, increase in profit, problem.","And he encouraged her to join a swimming team. —— HasPrerequisite: go to swim pool, join swim team, swim team —— Causes: injury, win game, win.","Brenda did not like the instructors negative attitude. —— HasPrerequisite: dislike her, have sex with her boss, have sex with her —— Causes: depression, problem, you get nervous.",0
37913cf9-4ec7-4506-9268-ba29b4bbef57-c,"Brenda wanted to learn how to swim. —— HasPrerequisite: have lot of money, money, get some weed —— Causes: cancer, death, pregnancy.","So she took swimming lessons at a local college. —— HasPrerequisite: get certify, take class, study lot —— Causes: get good at it, get good grade, get job.","Her instructor noticed that she had potential. —— HasPrerequisite: go to library, look at it, study —— Causes: increase in your income, increase in profit, problem.","And he encouraged her to join a swimming team. —— HasPrerequisite: go to swim pool, join swim team, swim team —— Causes: injury, win game, win.","Brenda did not like the instructors negative attitude. —— HasPrerequisite: dislike her, have sex with her boss, have sex with her —— Causes: depression, problem, you get nervous.",1
